Bandeja,Date,Temperature
Bandeja 1,2015-08-04 04:51:00,24.15592467
Bandeja 1,2015-08-04 05:06:00,24.24741558
Bandeja 1,2015-08-04 05:21:00,24.2016822
Bandeja 1,2015-08-04 05:36:00,23.83493056
Bandeja 1,2015-08-04 05:51:00,23.42037142
Bandeja 1,2015-08-04 06:06:00,22.72446875
Bandeja 1,2015-08-04 06:21:00,22.25682296
Bandeja 1,2015-08-04 06:36:00,22.16291785
Bandeja 1,2015-08-04 06:51:00,21.83322667
Bandeja 1,2015-08-04 07:06:00,21.50189596
Bandeja 1,2015-08-04 07:21:00,21.40692014
Bandeja 1,2015-08-04 07:36:00,21.16886306
Bandeja 1,2015-08-04 07:51:00,20.9777702
Bandeja 1,2015-08-04 08:06:00,21.02559808
Bandeja 1,2015-08-04 08:21:00,20.92990557
Bandeja 1,2015-08-04 08:36:00,20.92990557
Bandeja 1,2015-08-04 08:51:00,20.83406534
Bandeja 1,2015-08-04 09:06:00,20.88200401
Bandeja 1,2015-08-04 09:21:00,20.92990557
Bandeja 1,2015-08-04 09:36:00,20.73807593
Bandeja 1,2015-08-04 09:51:00,20.15892483
Bandeja 1,2015-08-04 10:06:00,20.11040755
Bandeja 1,2015-08-04 10:21:00,20.01325271
Bandeja 1,2015-08-04 10:36:00,19.81845676
Bandeja 1,2015-08-04 10:51:00,19.3777419
Bandeja 1,2015-08-04 11:06:00,19.574035
Bandeja 1,2015-08-04 11:21:00,19.81845676
Bandeja 1,2015-08-04 11:36:00,21.12114433
Bandeja 1,2015-08-04 11:51:00,24.47572671
Bandeja 1,2015-08-04 12:06:00,27.71082079
Bandeja 1,2015-08-04 12:21:00,30.09973568
Bandeja 1,2015-08-04 12:36:00,32.22223129
Bandeja 1,2015-08-04 12:51:00,32.53296192
Bandeja 1,2015-08-04 13:06:00,34.0054851
Bandeja 1,2015-08-04 13:21:00,34.95122322
Bandeja 1,2015-08-04 13:36:00,36.87068018
Bandeja 1,2015-08-04 13:51:00,38.69624692
Bandeja 1,2015-08-04 14:06:00,40.1844213
Bandeja 1,2015-08-04 14:21:00,40.37915161
Bandeja 1,2015-08-04 14:36:00,38.79119463
Bandeja 1,2015-08-04 14:51:00,41.26373605
Bandeja 1,2015-08-04 15:06:00,40.96733076
Bandeja 1,2015-08-04 15:21:00,38.50676602
Bandeja 1,2015-08-04 15:36:00,41.76131193
Bandeja 1,2015-08-04 15:51:00,44.26960617
Bandeja 1,2015-08-04 16:06:00,44.74406413
Bandeja 1,2015-08-04 16:21:00,44.26960617
Bandeja 1,2015-08-04 16:36:00,45.06291561
Bandeja 1,2015-08-04 16:51:00,45.70690691
Bandeja 1,2015-08-04 17:06:00,44.90323197
Bandeja 1,2015-08-04 17:21:00,45.815071
Bandeja 1,2015-08-04 17:36:00,47.29953528
Bandeja 1,2015-08-04 17:51:00,47.35540815
Bandeja 1,2015-08-04 18:06:00,47.18798539
Bandeja 1,2015-08-04 18:21:00,46.79959817
Bandeja 1,2015-08-04 18:36:00,47.41134656
Bandeja 1,2015-08-04 18:51:00,46.74437055
Bandeja 1,2015-08-04 19:06:00,46.74437055
Bandeja 1,2015-08-04 19:21:00,45.815071
Bandeja 1,2015-08-04 19:36:00,44.74406413
Bandeja 1,2015-08-04 19:51:00,43.79961297
Bandeja 1,2015-08-04 20:06:00,43.85161809
Bandeja 1,2015-08-04 20:21:00,43.59212541
Bandeja 1,2015-08-04 20:36:00,42.82146796
Bandeja 1,2015-08-04 20:51:00,41.61156268
Bandeja 1,2015-08-04 21:06:00,41.36289063
Bandeja 1,2015-08-04 21:21:00,40.77059464
Bandeja 1,2015-08-04 21:36:00,41.46222404
Bandeja 1,2015-08-04 21:51:00,39.2680642
Bandeja 1,2015-08-04 22:06:00,34.99646356
Bandeja 1,2015-08-04 22:21:00,34.0503465
Bandeja 1,2015-08-04 22:36:00,32.97772905
Bandeja 1,2015-08-04 22:51:00,31.3365729
Bandeja 1,2015-08-04 23:06:00,30.58541746
Bandeja 1,2015-08-04 23:21:00,30.1438851
Bandeja 1,2015-08-04 23:36:00,29.83483199
Bandeja 1,2015-08-04 23:51:00,29.65820932
Bandeja 1,2015-08-05 00:06:00,29.39321576
Bandeja 1,2015-08-05 00:21:00,29.39321576
Bandeja 1,2015-08-05 00:36:00,29.0839192
Bandeja 1,2015-08-05 00:51:00,28.4203613
Bandeja 1,2015-08-05 01:06:00,27.48860482
Bandeja 1,2015-08-05 01:21:00,26.90952125
Bandeja 1,2015-08-05 01:36:00,27.44412992
Bandeja 1,2015-08-05 01:51:00,27.26611854
Bandeja 1,2015-08-05 02:06:00,26.82024371
Bandeja 1,2015-08-05 02:21:00,26.05904848
Bandeja 1,2015-08-05 02:36:00,25.78928821
Bandeja 1,2015-08-05 02:51:00,25.20256252
Bandeja 1,2015-08-05 03:06:00,25.20256252
Bandeja 1,2015-08-05 03:21:00,24.7034616
Bandeja 1,2015-08-05 03:36:00,24.15592467
Bandeja 1,2015-08-05 03:51:00,23.97264945
Bandeja 1,2015-08-05 04:06:00,23.83493056
Bandeja 1,2015-08-05 04:21:00,23.88086222
Bandeja 1,2015-08-05 04:36:00,23.46654011
Bandeja 1,2015-08-05 04:51:00,23.28170111
Bandeja 1,2015-08-05 05:06:00,23.14278063
Bandeja 1,2015-08-05 05:21:00,23.32795211
Bandeja 1,2015-08-05 05:36:00,23.32795211
Bandeja 1,2015-08-05 05:51:00,23.18911556
Bandeja 1,2015-08-05 06:06:00,23.09641735
Bandeja 1,2015-08-05 06:21:00,22.95715561
Bandeja 1,2015-08-05 06:36:00,22.81763218
Bandeja 1,2015-08-05 06:51:00,22.53778054
Bandeja 1,2015-08-05 07:06:00,22.3037277
Bandeja 1,2015-08-05 07:21:00,22.11591712
Bandeja 1,2015-08-05 07:36:00,22.39744245
Bandeja 1,2015-08-05 07:51:00,22.06888402
Bandeja 1,2015-08-05 08:06:00,21.78599556
Bandeja 1,2015-08-05 08:21:00,21.0733894
Bandeja 1,2015-08-05 08:36:00,20.92990557
Bandeja 1,2015-08-05 08:51:00,20.92990557
Bandeja 1,2015-08-05 09:06:00,21.35937966
Bandeja 1,2015-08-05 09:21:00,21.50189596
Bandeja 1,2015-08-05 09:36:00,21.21654578
Bandeja 1,2015-08-05 09:51:00,21.12114433
Bandeja 1,2015-08-05 10:06:00,21.12114433
Bandeja 1,2015-08-05 10:21:00,20.83406534
Bandeja 1,2015-08-05 10:36:00,20.25584002
Bandeja 1,2015-08-05 10:51:00,20.11040755
Bandeja 1,2015-08-05 11:06:00,20.35259725
Bandeja 1,2015-08-05 11:21:00,21.02559808
Bandeja 1,2015-08-05 11:36:00,21.7387308
Bandeja 1,2015-08-05 11:51:00,26.28338896
Bandeja 1,2015-08-05 12:06:00,28.9070891
Bandeja 1,2015-08-05 12:21:00,31.77905692
Bandeja 1,2015-08-05 12:36:00,34.81562071
Bandeja 1,2015-08-05 12:51:00,36.68599441
Bandeja 1,2015-08-05 13:06:00,34.72531596
Bandeja 1,2015-08-05 13:21:00,34.72531596
Bandeja 1,2015-08-05 13:36:00,37.47401284
Bandeja 1,2015-08-05 13:51:00,39.36387455
Bandeja 1,2015-08-05 14:06:00,40.52562979
Bandeja 1,2015-08-05 14:21:00,41.01662245
Bandeja 1,2015-08-05 14:36:00,39.50786969
Bandeja 1,2015-08-05 14:51:00,41.01662245
Bandeja 1,2015-08-05 15:06:00,40.42793637
Bandeja 1,2015-08-05 15:21:00,39.604055
Bandeja 1,2015-08-05 15:36:00,41.71134959
Bandeja 1,2015-08-05 15:51:00,45.33021466
Bandeja 1,2015-08-05 16:06:00,43.07707317
Bandeja 1,2015-08-05 16:21:00,45.43754441
Bandeja 1,2015-08-05 16:36:00,45.86924358
Bandeja 1,2015-08-05 16:51:00,47.63575914
Bandeja 1,2015-08-05 17:06:00,44.37465074
Bandeja 1,2015-08-05 17:21:00,48.3154223
Bandeja 1,2015-08-05 17:36:00,49.76349731
Bandeja 1,2015-08-05 17:51:00,43.2824728
Bandeja 1,2015-08-05 18:06:00,46.41433246
Bandeja 1,2015-08-05 18:21:00,49.70471488
Bandeja 1,2015-08-05 18:36:00,48.54415744
Bandeja 1,2015-08-05 18:51:00,45.00963012
Bandeja 1,2015-08-05 19:06:00,49.23706881
Bandeja 1,2015-08-05 19:21:00,49.94028453
Bandeja 1,2015-08-05 19:36:00,46.85488948
Bandeja 1,2015-08-05 19:51:00,47.52342069
Bandeja 1,2015-08-05 20:06:00,46.14101911
Bandeja 1,2015-08-05 20:21:00,46.96566395
Bandeja 1,2015-08-05 20:36:00,46.41433246
Bandeja 1,2015-08-05 20:51:00,45.27663803
Bandeja 1,2015-08-05 21:06:00,42.77049766
Bandeja 1,2015-08-05 21:21:00,40.96733076
Bandeja 1,2015-08-05 21:36:00,40.91808231
Bandeja 1,2015-08-05 21:51:00,39.41183547
Bandeja 1,2015-08-05 22:06:00,35.26833309
Bandeja 1,2015-08-05 22:21:00,34.0054851
Bandeja 1,2015-08-05 22:36:00,32.97772905
Bandeja 1,2015-08-05 22:51:00,31.6019907
Bandeja 1,2015-08-05 23:06:00,30.93877658
Bandeja 1,2015-08-05 23:21:00,29.87898438
Bandeja 1,2015-08-05 23:36:00,29.12811567
Bandeja 1,2015-08-05 23:51:00,28.28748107
Bandeja 1,2015-08-06 00:06:00,27.84403012
Bandeja 1,2015-08-06 00:21:00,27.39964402
Bandeja 1,2015-08-06 00:36:00,27.22158684
Bandeja 1,2015-08-06 00:51:00,27.22158684
Bandeja 1,2015-08-06 01:06:00,27.66639813
Bandeja 1,2015-08-06 01:21:00,27.13248752
Bandeja 1,2015-08-06 01:36:00,26.59680951
Bandeja 1,2015-08-06 01:51:00,26.05904848
Bandeja 1,2015-08-06 02:06:00,25.78928821
Bandeja 1,2015-08-06 02:21:00,25.11200517
Bandeja 1,2015-08-06 02:36:00,24.74894144
Bandeja 1,2015-08-06 02:51:00,24.56688854
Bandeja 1,2015-08-06 03:06:00,24.2016822
Bandeja 1,2015-08-06 03:21:00,23.78897329
Bandeja 1,2015-08-06 03:36:00,23.32795211
Bandeja 1,2015-08-06 03:51:00,23.14278063
Bandeja 1,2015-08-06 04:06:00,22.81763218
Bandeja 1,2015-08-06 04:21:00,22.53778054
Bandeja 1,2015-08-06 04:36:00,22.58449821
Bandeja 1,2015-08-06 04:51:00,22.49103214
Bandeja 1,2015-08-06 05:06:00,22.20988641
Bandeja 1,2015-08-06 05:21:00,21.92758871
Bandeja 1,2015-08-06 05:36:00,21.69143221
Bandeja 1,2015-08-06 05:51:00,21.50189596
Bandeja 1,2015-08-06 06:06:00,21.3118039
Bandeja 1,2015-08-06 06:21:00,21.16886306
Bandeja 1,2015-08-06 06:36:00,21.0733894
Bandeja 1,2015-08-06 06:51:00,20.83406534
Bandeja 1,2015-08-06 07:06:00,20.88200401
Bandeja 1,2015-08-06 07:21:00,20.73807593
Bandeja 1,2015-08-06 07:36:00,20.78608938
Bandeja 1,2015-08-06 07:51:00,20.69002483
Bandeja 1,2015-08-06 08:06:00,20.64193588
Bandeja 1,2015-08-06 08:21:00,20.54564372
Bandeja 1,2015-08-06 08:36:00,20.49744015
Bandeja 1,2015-08-06 08:51:00,20.54564372
Bandeja 1,2015-08-06 09:06:00,20.69002483
Bandeja 1,2015-08-06 09:21:00,20.83406534
Bandeja 1,2015-08-06 09:36:00,20.78608938
Bandeja 1,2015-08-06 09:51:00,20.88200401
Bandeja 1,2015-08-06 10:06:00,20.83406534
Bandeja 1,2015-08-06 10:21:00,20.92990557
Bandeja 1,2015-08-06 10:36:00,20.83406534
Bandeja 1,2015-08-06 10:51:00,19.96461478
Bandeja 1,2015-08-06 11:06:00,19.62300271
Bandeja 1,2015-08-06 11:21:00,20.06185024
Bandeja 1,2015-08-06 11:36:00,21.78599556
Bandeja 1,2015-08-06 11:51:00,24.79439933
Bandeja 1,2015-08-06 12:06:00,28.9070891
Bandeja 1,2015-08-06 12:21:00,29.12811567
Bandeja 1,2015-08-06 12:36:00,28.50891294
Bandeja 1,2015-08-06 12:51:00,30.49710105
Bandeja 1,2015-08-06 13:06:00,32.93320209
Bandeja 1,2015-08-06 13:21:00,35.49547097
Bandeja 1,2015-08-06 13:36:00,35.99714796
Bandeja 1,2015-08-06 13:51:00,36.63989045
Bandeja 1,2015-08-06 14:06:00,34.49988264
Bandeja 1,2015-08-06 14:21:00,35.90572444
Bandeja 1,2015-08-06 14:36:00,36.04289574
Bandeja 1,2015-08-06 14:51:00,38.17647388
Bandeja 1,2015-08-06 15:06:00,38.50676602
Bandeja 1,2015-08-06 15:21:00,36.68599441
Bandeja 1,2015-08-06 15:36:00,37.66065218
Bandeja 1,2015-08-06 15:51:00,42.21307265
Bandeja 1,2015-08-06 16:06:00,43.90367688
Bandeja 1,2015-08-06 16:21:00,45.33021466
Bandeja 1,2015-08-06 16:36:00,48.14459225
Bandeja 1,2015-08-06 16:51:00,46.30482112
Bandeja 1,2015-08-06 17:06:00,47.24372775
Bandeja 1,2015-08-06 17:21:00,48.65894048
Bandeja 1,2015-08-06 17:36:00,51.01511919
Bandeja 1,2015-08-06 17:51:00,48.42965187
Bandeja 1,2015-08-06 18:06:00,42.26350492
Bandeja 1,2015-08-06 18:21:00,44.5326342
Bandeja 1,2015-08-06 18:36:00,50.11773551
Bandeja 1,2015-08-06 18:51:00,49.35354732
Bandeja 1,2015-08-06 19:06:00,50.47464842
Bandeja 1,2015-08-06 19:21:00,50.65412023
Bandeja 1,2015-08-06 19:36:00,48.42965187
Bandeja 1,2015-08-06 19:51:00,47.74836337
Bandeja 1,2015-08-06 20:06:00,46.74437055
Bandeja 1,2015-08-06 20:21:00,47.57955679
Bandeja 1,2015-08-06 20:36:00,45.92347675
Bandeja 1,2015-08-06 20:51:00,43.9557895
Bandeja 1,2015-08-06 21:06:00,38.93387938
Bandeja 1,2015-08-06 21:21:00,38.50676602
Bandeja 1,2015-08-06 21:36:00,37.61394683
Bandeja 1,2015-08-06 21:51:00,35.67757731
Bandeja 1,2015-08-06 22:06:00,33.82619803
Bandeja 1,2015-08-06 22:21:00,32.7996904
Bandeja 1,2015-08-06 22:36:00,31.69051073
Bandeja 1,2015-08-06 22:51:00,30.45294535
Bandeja 1,2015-08-06 23:06:00,29.39321576
Bandeja 1,2015-08-06 23:21:00,28.4203613
Bandeja 1,2015-08-06 23:36:00,27.93278927
Bandeja 1,2015-08-06 23:51:00,27.97715528
Bandeja 1,2015-08-07 00:06:00,24.43011131
Bandeja 1,2015-08-07 00:21:00,24.97601499
Bandeja 1,2015-08-07 00:36:00,25.51888884
Bandeja 1,2015-08-07 00:51:00,26.14883337
Bandeja 1,2015-08-07 01:06:00,26.23855308
Bandeja 1,2015-08-07 01:21:00,26.05904848
Bandeja 1,2015-08-07 01:36:00,25.56400146
Bandeja 1,2015-08-07 01:51:00,25.33824805
Bandeja 1,2015-08-07 02:06:00,24.97601499
Bandeja 1,2015-08-07 02:21:00,24.38447268
Bandeja 1,2015-08-07 02:36:00,24.2016822
Bandeja 1,2015-08-07 02:51:00,24.01850538
Bandeja 1,2015-08-07 03:06:00,24.11014281
Bandeja 1,2015-08-07 03:21:00,24.38447268
Bandeja 1,2015-08-07 03:36:00,24.93064309
Bandeja 1,2015-08-07 03:51:00,24.88524997
Bandeja 1,2015-08-07 04:06:00,24.83983544
Bandeja 1,2015-08-07 04:21:00,24.56688854
Bandeja 1,2015-08-07 04:36:00,24.43011131
Bandeja 1,2015-08-07 04:51:00,23.42037142
Bandeja 1,2015-08-07 05:06:00,23.78897329
Bandeja 1,2015-08-07 05:21:00,23.74299024
Bandeja 1,2015-08-07 05:36:00,24.2016822
Bandeja 1,2015-08-07 05:51:00,24.2016822
Bandeja 1,2015-08-07 06:06:00,24.06433645
Bandeja 1,2015-08-07 06:21:00,24.06433645
Bandeja 1,2015-08-07 06:36:00,23.97264945
Bandeja 1,2015-08-07 06:51:00,23.92676845
Bandeja 1,2015-08-07 07:06:00,23.78897329
Bandeja 1,2015-08-07 07:21:00,23.69698121
Bandeja 1,2015-08-07 07:36:00,23.69698121
Bandeja 1,2015-08-07 07:51:00,23.74299024
Bandeja 1,2015-08-07 08:06:00,23.55879648
Bandeja 1,2015-08-07 08:21:00,23.51268174
Bandeja 1,2015-08-07 08:36:00,23.46654011
Bandeja 1,2015-08-07 08:51:00,23.32795211
Bandeja 1,2015-08-07 09:06:00,23.32795211
Bandeja 1,2015-08-07 09:21:00,23.32795211
Bandeja 1,2015-08-07 09:36:00,23.28170111
Bandeja 1,2015-08-07 09:51:00,23.28170111
Bandeja 1,2015-08-07 10:06:00,23.51268174
Bandeja 1,2015-08-07 10:21:00,23.23542233
Bandeja 1,2015-08-07 10:36:00,23.09641735
Bandeja 1,2015-08-07 10:51:00,22.95715561
Bandeja 1,2015-08-07 11:06:00,22.91067712
Bandeja 1,2015-08-07 11:21:00,22.58449821
Bandeja 1,2015-08-07 11:36:00,22.53778054
Bandeja 1,2015-08-07 11:51:00,22.58449821
Bandeja 1,2015-08-07 12:06:00,23.14278063
Bandeja 1,2015-08-07 12:21:00,23.88086222
Bandeja 1,2015-08-07 12:36:00,25.24781091
Bandeja 1,2015-08-07 12:51:00,26.37301367
Bandeja 1,2015-08-07 13:06:00,27.35514695
Bandeja 1,2015-08-07 13:21:00,28.33178176
Bandeja 1,2015-08-07 13:36:00,29.21649664
Bandeja 1,2015-08-07 13:51:00,30.27633497
Bandeja 1,2015-08-07 14:06:00,31.20393501
Bandeja 1,2015-08-07 14:21:00,31.69051073
Bandeja 1,2015-08-07 14:36:00,33.2451457
Bandeja 1,2015-08-07 14:51:00,34.72531596
Bandeja 1,2015-08-07 15:06:00,35.67757731
Bandeja 1,2015-08-07 15:21:00,35.7687665
Bandeja 1,2015-08-07 15:36:00,36.04289574
Bandeja 1,2015-08-07 15:51:00,35.99714796
Bandeja 1,2015-08-07 16:06:00,35.40455091
Bandeja 1,2015-08-07 16:21:00,34.63508703
Bandeja 1,2015-08-07 16:36:00,34.77045877
Bandeja 1,2015-08-07 16:51:00,35.63201699
Bandeja 1,2015-08-07 17:06:00,35.67757731
Bandeja 1,2015-08-07 17:21:00,35.40455091
Bandeja 1,2015-08-07 17:36:00,34.77045877
Bandeja 1,2015-08-07 17:51:00,34.77045877
Bandeja 1,2015-08-07 18:06:00,35.40455091
Bandeja 1,2015-08-07 18:21:00,36.22613121
Bandeja 1,2015-08-07 18:36:00,38.08240133
Bandeja 1,2015-08-07 18:51:00,39.9419144
Bandeja 1,2015-08-07 19:06:00,39.2202144
Bandeja 1,2015-08-07 19:21:00,38.03541359
Bandeja 1,2015-08-07 19:36:00,38.74370335
Bandeja 1,2015-08-07 19:51:00,37.66065218
Bandeja 1,2015-08-07 20:06:00,41.26373605
Bandeja 1,2015-08-07 20:21:00,38.69624692
Bandeja 1,2015-08-07 20:36:00,36.08866777
Bandeja 1,2015-08-07 20:51:00,37.66065218
Bandeja 1,2015-08-07 21:06:00,36.68599441
Bandeja 1,2015-08-07 21:21:00,35.72316042
Bandeja 1,2015-08-07 21:36:00,33.37902613
Bandeja 1,2015-08-07 21:51:00,33.51302787
Bandeja 1,2015-08-07 22:06:00,31.29235543
Bandeja 1,2015-08-07 22:21:00,30.45294535
Bandeja 1,2015-08-07 22:36:00,29.48155683
Bandeja 1,2015-08-07 22:51:00,28.19885692
Bandeja 1,2015-08-07 23:06:00,27.26611854
Bandeja 1,2015-08-07 23:21:00,26.23855308
Bandeja 1,2015-08-07 23:36:00,25.83429157
Bandeja 1,2015-08-07 23:51:00,25.06669584
Bandeja 1,2015-08-08 00:06:00,24.83983544
Bandeja 1,2015-08-08 00:21:00,24.7034616
Bandeja 1,2015-08-08 00:36:00,24.43011131
Bandeja 1,2015-08-08 00:51:00,24.38447268
Bandeja 1,2015-08-08 01:06:00,24.33881064
Bandeja 1,2015-08-08 01:21:00,24.56688854
Bandeja 1,2015-08-08 01:36:00,24.47572671
Bandeja 1,2015-08-08 01:51:00,24.43011131
Bandeja 1,2015-08-08 02:06:00,24.293125
Bandeja 1,2015-08-08 02:21:00,24.24741558
Bandeja 1,2015-08-08 02:36:00,24.33881064
Bandeja 1,2015-08-08 02:51:00,23.88086222
Bandeja 1,2015-08-08 03:06:00,23.42037142
Bandeja 1,2015-08-08 03:21:00,23.23542233
Bandeja 1,2015-08-08 03:36:00,23.37417548
Bandeja 1,2015-08-08 03:51:00,22.86416937
Bandeja 1,2015-08-08 04:06:00,22.58449821
Bandeja 1,2015-08-08 04:21:00,22.49103214
Bandeja 1,2015-08-08 04:36:00,23.00360502
Bandeja 1,2015-08-08 04:51:00,23.23542233
Bandeja 1,2015-08-08 05:06:00,23.28170111
Bandeja 1,2015-08-08 05:21:00,23.23542233
Bandeja 1,2015-08-08 05:36:00,23.14278063
Bandeja 1,2015-08-08 05:51:00,23.14278063
Bandeja 1,2015-08-08 06:06:00,23.37417548
Bandeja 1,2015-08-08 06:21:00,23.37417548
Bandeja 1,2015-08-08 06:36:00,23.42037142
Bandeja 1,2015-08-08 06:51:00,23.32795211
Bandeja 1,2015-08-08 07:06:00,23.32795211
Bandeja 1,2015-08-08 07:21:00,23.09641735
Bandeja 1,2015-08-08 07:36:00,22.77106537
Bandeja 1,2015-08-08 07:51:00,22.39744245
Bandeja 1,2015-08-08 08:06:00,22.44425284
Bandeja 1,2015-08-08 08:21:00,22.39744245
Bandeja 1,2015-08-08 08:36:00,22.39744245
Bandeja 1,2015-08-08 08:51:00,22.49103214
Bandeja 1,2015-08-08 09:06:00,22.53778054
Bandeja 1,2015-08-08 09:21:00,22.3506008
Bandeja 1,2015-08-08 09:36:00,22.25682296
Bandeja 1,2015-08-08 09:51:00,22.3037277
Bandeja 1,2015-08-08 10:06:00,22.44425284
Bandeja 1,2015-08-08 10:21:00,22.16291785
Bandeja 1,2015-08-08 10:36:00,22.16291785
Bandeja 1,2015-08-08 10:51:00,22.25682296
Bandeja 1,2015-08-08 11:06:00,22.3506008
Bandeja 1,2015-08-08 11:21:00,22.44425284
Bandeja 1,2015-08-08 11:36:00,22.63118535
Bandeja 1,2015-08-08 11:51:00,22.91067712
Bandeja 1,2015-08-08 12:06:00,23.42037142
Bandeja 1,2015-08-08 12:21:00,24.01850538
Bandeja 1,2015-08-08 12:36:00,24.7034616
Bandeja 1,2015-08-08 12:51:00,26.19370128
Bandeja 1,2015-08-08 13:06:00,28.02151249
Bandeja 1,2015-08-08 13:21:00,34.0503465
Bandeja 1,2015-08-08 13:36:00,32.88868679
Bandeja 1,2015-08-08 13:51:00,30.67374175
Bandeja 1,2015-08-08 14:06:00,30.67374175
Bandeja 1,2015-08-08 14:21:00,30.58541746
Bandeja 1,2015-08-08 14:36:00,32.66627866
Bandeja 1,2015-08-08 14:51:00,35.40455091
Bandeja 1,2015-08-08 15:06:00,36.59381313
Bandeja 1,2015-08-08 15:21:00,37.10215845
Bandeja 1,2015-08-08 15:36:00,35.67757731
Bandeja 1,2015-08-08 15:51:00,36.13446424
Bandeja 1,2015-08-08 16:06:00,36.59381313
Bandeja 1,2015-08-08 16:21:00,34.31986188
Bandeja 1,2015-08-08 16:36:00,30.23218456
Bandeja 1,2015-08-08 16:51:00,34.49988264
Bandeja 1,2015-08-08 17:06:00,35.31371764
Bandeja 1,2015-08-08 17:21:00,36.18028532
Bandeja 1,2015-08-08 17:36:00,35.99714796
Bandeja 1,2015-08-08 17:51:00,38.55408489
Bandeja 1,2015-08-08 18:06:00,45.65291504
Bandeja 1,2015-08-08 18:21:00,39.2202144
Bandeja 1,2015-08-08 18:36:00,38.83872094
Bandeja 1,2015-08-08 18:51:00,37.3343481
Bandeja 1,2015-08-08 19:06:00,37.94153424
Bandeja 1,2015-08-08 19:21:00,35.45
Bandeja 1,2015-08-08 19:36:00,34.31986188
Bandeja 1,2015-08-08 19:51:00,30.98296
Bandeja 1,2015-08-08 20:06:00,29.92313581
Bandeja 1,2015-08-08 20:21:00,29.21649664
Bandeja 1,2015-08-08 20:36:00,28.95130362
Bandeja 1,2015-08-08 20:51:00,28.55317875
Bandeja 1,2015-08-08 21:06:00,29.17230809
Bandeja 1,2015-08-08 21:21:00,29.30486285
Bandeja 1,2015-08-08 21:36:00,29.2606815
Bandeja 1,2015-08-08 21:51:00,29.21649664
Bandeja 1,2015-08-08 22:06:00,28.99551336
Bandeja 1,2015-08-08 22:21:00,28.9070891
Bandeja 1,2015-08-08 22:36:00,28.73017951
Bandeja 1,2015-08-08 22:51:00,28.64169126
Bandeja 1,2015-08-08 23:06:00,28.55317875
Bandeja 1,2015-08-08 23:21:00,28.37607511
Bandeja 1,2015-08-08 23:36:00,28.28748107
Bandeja 1,2015-08-08 23:51:00,28.19885692
Bandeja 1,2015-08-09 00:06:00,27.7996366
Bandeja 1,2015-08-09 00:21:00,26.46257686
Bandeja 1,2015-08-09 00:36:00,25.83429157
Bandeja 1,2015-08-09 00:51:00,25.56400146
Bandeja 1,2015-08-09 01:06:00,25.51888884
Bandeja 1,2015-08-09 01:21:00,25.47375737
Bandeja 1,2015-08-09 01:36:00,25.47375737
Bandeja 1,2015-08-09 01:51:00,25.69922805
Bandeja 1,2015-08-09 02:06:00,25.83429157
Bandeja 1,2015-08-09 02:21:00,25.92424577
Bandeja 1,2015-08-09 02:36:00,25.87927737
Bandeja 1,2015-08-09 02:51:00,25.83429157
Bandeja 1,2015-08-09 03:06:00,25.92424577
Bandeja 1,2015-08-09 03:21:00,25.96919697
Bandeja 2,2015-06-03 01:19:00,25.11200517
Bandeja 2,2015-06-03 01:34:00,24.93064309
Bandeja 2,2015-06-03 01:49:00,24.24741558
Bandeja 2,2015-06-03 02:04:00,24.01850538
Bandeja 2,2015-06-03 02:19:00,23.78897329
Bandeja 2,2015-06-03 02:34:00,23.46654011
Bandeja 2,2015-06-03 02:49:00,23.42037142
Bandeja 2,2015-06-03 03:04:00,23.14278063
Bandeja 2,2015-06-03 03:19:00,23.42037142
Bandeja 2,2015-06-03 03:34:00,23.32795211
Bandeja 2,2015-06-03 03:49:00,23.23542233
Bandeja 2,2015-06-03 04:04:00,23.28170111
Bandeja 2,2015-06-03 04:19:00,23.28170111
Bandeja 2,2015-06-03 04:34:00,23.37417548
Bandeja 2,2015-06-03 04:49:00,23.09641735
Bandeja 2,2015-06-03 05:04:00,23.18911556
Bandeja 2,2015-06-03 05:19:00,23.46654011
Bandeja 2,2015-06-03 05:34:00,23.65094603
Bandeja 2,2015-06-03 05:49:00,23.42037142
Bandeja 2,2015-06-03 06:04:00,22.95715561
Bandeja 2,2015-06-03 06:19:00,23.05002554
Bandeja 2,2015-06-03 06:34:00,22.81763218
Bandeja 2,2015-06-03 06:49:00,22.63118535
Bandeja 2,2015-06-03 07:04:00,22.44425284
Bandeja 2,2015-06-03 07:19:00,22.3037277
Bandeja 2,2015-06-03 07:34:00,22.06888402
Bandeja 2,2015-06-03 07:49:00,22.02181837
Bandeja 2,2015-06-03 08:04:00,21.92758871
Bandeja 2,2015-06-03 08:19:00,21.88042433
Bandeja 2,2015-06-03 08:34:00,21.92758871
Bandeja 2,2015-06-03 08:49:00,22.02181837
Bandeja 2,2015-06-03 09:04:00,21.35937966
Bandeja 2,2015-06-03 09:19:00,21.69143221
Bandeja 2,2015-06-03 09:34:00,21.88042433
Bandeja 2,2015-06-03 09:49:00,21.92758871
Bandeja 2,2015-06-03 10:04:00,21.45442551
Bandeja 2,2015-06-03 10:19:00,21.16886306
Bandeja 2,2015-06-03 10:34:00,21.12114433
Bandeja 2,2015-06-03 10:49:00,21.40692014
Bandeja 2,2015-06-03 11:04:00,21.50189596
Bandeja 2,2015-06-03 11:19:00,21.69143221
Bandeja 2,2015-06-03 11:34:00,22.39744245
Bandeja 2,2015-06-03 11:49:00,23.18911556
